category,group,name,name,default,shortDesc,longDesc,type,max,min,units,decimalPlaces,values,rebootRequired,bitmask,volatile,increment
Standard,Rover Position Control,GND_SPEED_P,GND_SPEED_P,2,Speed proportional gain,This is the proportional gain for the speed closed loop controller,Float,50,0.005,%m/s,3,,FALSE,,FALSE,0.005
Standard,Rover Position Control,GND_SPEED_THR_SC,GND_SPEED_THR_SC,1,Speed to throttle scaler,This is a gain to map the speed control output to the throttle linearly.,Float,50,0.005,%m/s,3,,FALSE,,FALSE,0.005
Standard,Rover Position Control,GND_SPEED_TRIM,GND_SPEED_TRIM,3,Trim ground speed,,Float,40,0,m/s,1,,FALSE,,FALSE,0.5
Standard,Rover Position Control,GND_SP_CTRL_MODE,GND_SP_CTRL_MODE,1,Control mode for speed,This allows the user to choose between closed loop gps speed or open loop cruise throttle speed,Int32,1,0,,,"[{'description': 'open loop control', 'value': 0}, {'description': 'close the loop with gps speed', 'value': 1}]",FALSE,,FALSE,
Standard,Rover Position Control,GND_THR_CRUISE,GND_THR_CRUISE,0.1,Cruise throttle,This is the throttle setting required to achieve the desired cruise speed. 10% is ok for a traxxas stampede vxl with ESC set to training mode,Float,1,0,norm,2,,FALSE,,FALSE,0.01
Standard,Rover Position Control,GND_THR_MAX,GND_THR_MAX,0.3,Throttle limit max,"This is the maximum throttle % that can be used by the controller. For a Traxxas stampede vxl with the ESC set to training, 30 % is enough",Float,1,0,norm,2,,FALSE,,FALSE,0.01
Standard,Rover Position Control,GND_THR_MIN,GND_THR_MIN,0,Throttle limit min,This is the minimum throttle % that can be used by the controller. Set to 0 for rover,Float,1,0,norm,2,,FALSE,,FALSE,0.01
Standard,Rover Position Control,GND_WHEEL_BASE,GND_WHEEL_BASE,0.31,Distance from front axle to rear axle,A value of 0.31 is typical for 1/10 RC cars.,Float,,0,m,3,,FALSE,,FALSE,0.01
Standard,Runway Takeoff,RWTO_HDG,RWTO_HDG,0,Specifies which heading should be held during the runway takeoff ground roll,0: airframe heading when takeoff is initiated 1: position control along runway direction (bearing defined from vehicle position on takeoff initiation to MAV_CMD_TAKEOFF position defined by operator),Int32,1,0,,,"[{'description': 'Airframe', 'value': 0}, {'description': 'Runway', 'value': 1}]",FALSE,,FALSE,
Standard,Runway Takeoff,RWTO_MAX_THR,RWTO_MAX_THR,1,Max throttle during runway takeoff,,Float,1,0,norm,2,,FALSE,,FALSE,0.01
Standard,Runway Takeoff,RWTO_NPFG_PERIOD,RWTO_NPFG_PERIOD,5,NPFG period while steering on runway,,Float,100,1,s,1,,FALSE,,FALSE,0.1
Standard,Runway Takeoff,RWTO_NUDGE,RWTO_NUDGE,1,Enable use of yaw stick for nudging the wheel during runway ground roll,"This is useful when map, GNSS, or yaw errors on ground are misaligned with what the operator intends for takeoff course. Particularly useful for skinny runways or if the wheel servo is a bit off trim.",Int32,,,,,"[{'description': 'Disabled', 'value': 0}, {'description': 'Enabled', 'value': 1}]",FALSE,,FALSE,
Standard,Runway Takeoff,RWTO_PSP,RWTO_PSP,0,Pitch setpoint during taxi / before takeoff rotation airspeed is reached,A taildragger with steerable wheel might need to pitch up a little to keep its wheel on the ground before airspeed to takeoff is reached.,Float,20,-10,deg,1,,FALSE,,FALSE,0.5
Standard,Runway Takeoff,RWTO_RAMP_TIME,RWTO_RAMP_TIME,2,Throttle ramp up time for runway takeoff,,Float,15,1,s,2,,FALSE,,FALSE,0.1
Standard,Runway Takeoff,RWTO_ROT_AIRSPD,RWTO_ROT_AIRSPD,-1,Takeoff rotation airspeed,"The calibrated airspeed threshold during the takeoff ground roll when the plane should start rotating (pitching up). Must be less than the takeoff airspeed, will otherwise be capped at the takeoff airpeed (see FW_TKO_AIRSPD). If set <= 0.0, defaults to 0.9 * takeoff airspeed (see FW_TKO_AIRSPD)",Float,,-1,m/s,1,,FALSE,,FALSE,0.1
Standard,Runway Takeoff,RWTO_ROT_TIME,RWTO_ROT_TIME,1,Takeoff rotation time,This is the time desired to linearly ramp in takeoff pitch constraints during the takeoff rotation,Float,,0.1,s,1,,FALSE,,FALSE,0.1
Standard,Runway Takeoff,RWTO_TKOFF,RWTO_TKOFF,0,Runway takeoff with landing gear,,Int32,,,,,"[{'description': 'Disabled', 'value': 0}, {'description': 'Enabled', 'value': 1}]",FALSE,,FALSE,
Standard,SD Logging,SDLOG_ALGORITHM,SDLOG_ALGORITHM,2,Logfile Encryption algorithm,Selects the algorithm used for logfile encryption,Int32,,,,,"[{'description': 'Disabled', 'value': 0}, {'description': 'XChaCha20', 'value': 2}, {'description': 'AES', 'value': 3}]",FALSE,,FALSE,
Standard,SD Logging,SDLOG_BOOT_BAT,SDLOG_BOOT_BAT,0,Battery-only Logging,"When enabled, logging will not start from boot if battery power is not detected (e.g. powered via USB on a test bench). This prevents extraneous flight logs from being created during bench testing. Note that this only applies to log-from-boot modes. This has no effect on arm-based modes.",Int32,,,,,"[{'description': 'Disabled', 'value': 0}, {'description': 'Enabled', 'value': 1}]",FALSE,,FALSE,
Standard,SD Logging,SDLOG_DIRS_MAX,SDLOG_DIRS_MAX,0,Maximum number of log directories to keep,"If there are more log directories than this value, the system will delete the oldest directories during startup. In addition, the system will delete old logs if there is not enough free space left. The minimum amount is 300 MB. If this is set to 0, old directories will only be removed if the free space falls below the minimum. Note: this does not apply to mission log files.",Int32,1000,0,,,,TRUE,,FALSE,
Standard,SD Logging,SDLOG_EXCH_KEY,SDLOG_EXCH_KEY,1,Logfile Encryption key exchange key,"If the logfile is encrypted using a symmetric key algorithm, the used encryption key is generated at logging start and stored on the sdcard RSA2048 encrypted using this key.",Int32,255,0,,,,FALSE,,FALSE,
Standard,SD Logging,SDLOG_KEY,SDLOG_KEY,2,Logfile Encryption key index,"Selects the key in keystore, used for encrypting the log. When using a symmetric encryption algorithm, the key is generated at logging start and kept stored in this index. For symmetric algorithms, the key is volatile and valid only for the duration of logging. The key is stored in encrypted format on the sdcard alongside the logfile, using an RSA2048 key defined by the SDLOG_EXCHANGE_KEY",Int32,255,0,,,,FALSE,,FALSE,
Standard,SD Logging,SDLOG_MISSION,SDLOG_MISSION,0,Mission Log,"If enabled, a small additional ""mission"" log file will be written to the SD card. The log contains just those messages that are useful for tasks like generating flight statistics and geotagging. The different modes can be used to further reduce the logged data (and thus the log file size). For example, choose geotagging mode to only log data required for geotagging. Note that the normal/full log is still created, and contains all the data in the mission log (and more).",Int32,,,,,"[{'description': 'Disabled', 'value': 0}, {'description': 'All mission messages', 'value': 1}, {'description': 'Geotagging messages', 'value': 2}]",TRUE,,FALSE,
Standard,SD Logging,SDLOG_MODE,SDLOG_MODE,0,Logging Mode,"Determines when to start and stop logging. By default, logging is started when arming the system, and stopped when disarming.",Int32,,,,,"[{'description': 'disabled', 'value': -1}, {'description': 'when armed until disarm (default)', 'value': 0}, {'description': 'from boot until disarm', 'value': 1}, {'description': 'from boot until shutdown', 'value': 2}, {'description': 'while manual input AUX1 >30%', 'value': 3}, {'description': 'from 1st armed until shutdown', 'value': 4}]",TRUE,,FALSE,
Standard,SD Logging,SDLOG_PROFILE,SDLOG_PROFILE,1,Logging topic profile (integer bitmask),"This integer bitmask controls the set and rates of logged topics. The default allows for general log analysis while keeping the log file size reasonably small. Enabling multiple sets leads to higher bandwidth requirements and larger log files. Set bits true to enable: 0 : Default set (used for general log analysis) 1 : Full rate estimator (EKF2) replay topics 2 : Topics for thermal calibration (high rate raw IMU and Baro sensor data) 3 : Topics for system identification (high rate actuator control and IMU data) 4 : Full rates for analysis of fast maneuvers (RC, attitude, rates and actuators) 5 : Debugging topics (debug_*.msg topics, for custom code) 6 : Topics for sensor comparison (low rate raw IMU, Baro and magnetometer data) 7 : Topics for computer vision and collision avoidance 8 : Raw FIFO high-rate IMU (Gyro) 9 : Raw FIFO high-rate IMU (Accel) 10: Logging of mavlink tunnel message (useful for payload communication debugging)",Int32,2047,0,,,,TRUE,"[{'description': 'Default set (general log analysis)', 'index': 0}, {'description': 'Estimator replay (EKF2)', 'index': 1}, {'description': 'Thermal calibration', 'index': 2}, {'description': 'System identification', 'index': 3}, {'description': 'High rate', 'index': 4}, {'description': 'Debug', 'index': 5}, {'description': 'Sensor comparison', 'index': 6}, {'description': 'Computer Vision and Avoidance', 'index': 7}, {'description': 'Raw FIFO high-rate IMU (Gyro)', 'index': 8}, {'description': 'Raw FIFO high-rate IMU (Accel)', 'index': 9}, {'description': 'Mavlink tunnel message logging', 'index': 10}]",FALSE,
Standard,SD Logging,SDLOG_UTC_OFFSET,SDLOG_UTC_OFFSET,0,UTC offset (unit: min),"the difference in hours and minutes from Coordinated Universal Time (UTC) for a your place and date. for example, In case of South Korea(UTC+09:00), UTC offset is 540 min (9*60) refer to https://en.wikipedia.org/wiki/List_of_UTC_time_offsets",Int32,1000,-1000,min,,,FALSE,,FALSE,
Standard,SD Logging,SDLOG_UUID,SDLOG_UUID,1,Log UUID,"If set to 1, add an ID to the log, which uniquely identifies the vehicle",Int32,,,,,"[{'description': 'Disabled', 'value': 0}, {'description': 'Enabled', 'value': 1}]",FALSE,,FALSE,
Standard,SITL,SIM_BAT_DRAIN,SIM_BAT_DRAIN,60,Simulator Battery drain interval,,Float,86400,1,s,,,FALSE,,FALSE,1
Standard,SITL,SIM_BAT_ENABLE,SIM_BAT_ENABLE,1,Simulator Battery enabled,Enable or disable the internal battery simulation. This is useful when the battery is simulated externally and interfaced with PX4 through MAVLink for example.,Int32,,,,,"[{'description': 'Disabled', 'value': 0}, {'description': 'Enabled', 'value': 1}]",FALSE,,FALSE,
Standard,SITL,SIM_BAT_MIN_PCT,SIM_BAT_MIN_PCT,50,Simulator Battery minimal percentage,Can be used to alter the battery level during SITL- or HITL-simulation on the fly. Particularly useful for testing different low-battery behaviour.,Float,100,0,%,,,FALSE,,FALSE,0.1
System,Sensor Calibration,CAL_ACC0_ID,CAL_ACC0_ID,0,Accelerometer 0 calibration device ID,Device ID of the accelerometer this calibration applies to.,Int32,,,,3,,FALSE,,FALSE,
System,Sensor Calibration,CAL_ACC0_PRIO,CAL_ACC0_PRIO,-1,Accelerometer 0 priority,,Int32,,,,3,"[{'description': 'Uninitialized', 'value': -1}, {'description': 'Disabled', 'value': 0}, {'description': 'Min', 'value': 1}, {'description': 'Low', 'value': 25}, {'description': 'Medium (Default)', 'value': 50}, {'description': 'High', 'value': 75}, {'description': 'Max', 'value': 100}]",FALSE,,FALSE,
System,Sensor Calibration,CAL_ACC0_ROT,CAL_ACC0_ROT,-1,Accelerometer 0 rotation relative to airframe,"An internal sensor will force a value of -1, so a GCS should only attempt to configure the rotation if the value is greater than or equal to zero.",Int32,40,-1,,,"[{'description': 'Internal', 'value': -1}, {'description': 'No rotation', 'value': 0}, {'description': 'Yaw 45°', 'value': 1}, {'description': 'Yaw 90°', 'value': 2}, {'description': 'Yaw 135°', 'value': 3}, {'description': 'Yaw 180°', 'value': 4}, {'description': 'Yaw 225°', 'value': 5}, {'description': 'Yaw 270°', 'value': 6}, {'description': 'Yaw 315°', 'value': 7}, {'description': 'Roll 180°', 'value': 8}, {'description': 'Roll 180°, Yaw 45°', 'value': 9}, {'description': 'Roll 180°, Yaw 90°', 'value': 10}, {'description': 'Roll 180°, Yaw 135°', 'value': 11}, {'description': 'Pitch 180°', 'value': 12}, {'description': 'Roll 180°, Yaw 225°', 'value': 13}, {'description': 'Roll 180°, Yaw 270°', 'value': 14}, {'description': 'Roll 180°, Yaw 315°', 'value': 15}, {'description': 'Roll 90°', 'value': 16}, {'description': 'Roll 90°, Yaw 45°', 'value': 17}, {'description': 'Roll 90°, Yaw 90°', 'value': 18}, {'description': 'Roll 90°, Yaw 135°', 'value': 19}, {'description': 'Roll 270°', 'value': 20}, {'description': 'Roll 270°, Yaw 45°', 'value': 21}, {'description': 'Roll 270°, Yaw 90°', 'value': 22}, {'description': 'Roll 270°, Yaw 135°', 'value': 23}, {'description': 'Pitch 90°', 'value': 24}, {'description': 'Pitch 270°', 'value': 25}, {'description': 'Pitch 180°, Yaw 90°', 'value': 26}, {'description': 'Pitch 180°, Yaw 270°', 'value': 27}, {'description': 'Roll 90°, Pitch 90°', 'value': 28}, {'description': 'Roll 180°, Pitch 90°', 'value': 29}, {'description': 'Roll 270°, Pitch 90°', 'value': 30}, {'description': 'Roll 90°, Pitch 180°', 'value': 31}, {'description': 'Roll 270°, Pitch 180°', 'value': 32}, {'description': 'Roll 90°, Pitch 270°', 'value': 33}, {'description': 'Roll 180°, Pitch 270°', 'value': 34}, {'description': 'Roll 270°, Pitch 270°', 'value': 35}, {'description': 'Roll 90°, Pitch 180°, Yaw 90°', 'value': 36}, {'description': 'Roll 90°, Yaw 270°', 'value': 37}, {'description': 'Roll 90°, Pitch 68°, Yaw 293°', 'value': 38}, {'description': 'Pitch 315°', 'value': 39}, {'description': 'Roll 90°, Pitch 315°', 'value': 40}]",FALSE,,FALSE,
System,Sensor Calibration,CAL_ACC0_XOFF,CAL_ACC0_XOFF,0,Accelerometer 0 X-axis offset,,Float,,,m/s^2,3,,FALSE,,TRUE,
System,Sensor Calibration,CAL_ACC0_XSCALE,CAL_ACC0_XSCALE,1,Accelerometer 0 X-axis scaling factor,,Float,3,0.1,,3,,FALSE,,TRUE,
System,Sensor Calibration,CAL_ACC0_YOFF,CAL_ACC0_YOFF,0,Accelerometer 0 Y-axis offset,,Float,,,m/s^2,3,,FALSE,,TRUE,
System,Sensor Calibration,CAL_ACC0_YSCALE,CAL_ACC0_YSCALE,1,Accelerometer 0 Y-axis scaling factor,,Float,3,0.1,,3,,FALSE,,TRUE,
System,Sensor Calibration,CAL_ACC0_ZOFF,CAL_ACC0_ZOFF,0,Accelerometer 0 Z-axis offset,,Float,,,m/s^2,3,,FALSE,,TRUE,
System,Sensor Calibration,CAL_ACC0_ZSCALE,CAL_ACC0_ZSCALE,1,Accelerometer 0 Z-axis scaling factor,,Float,3,0.1,,3,,FALSE,,TRUE,
System,Sensor Calibration,CAL_ACC1_ID,CAL_ACC1_ID,0,Accelerometer 1 calibration device ID,Device ID of the accelerometer this calibration applies to.,Int32,,,,3,,FALSE,,FALSE,
System,Sensor Calibration,CAL_ACC1_PRIO,CAL_ACC1_PRIO,-1,Accelerometer 1 priority,,Int32,,,,3,"[{'description': 'Uninitialized', 'value': -1}, {'description': 'Disabled', 'value': 0}, {'description': 'Min', 'value': 1}, {'description': 'Low', 'value': 25}, {'description': 'Medium (Default)', 'value': 50}, {'description': 'High', 'value': 75}, {'description': 'Max', 'value': 100}]",FALSE,,FALSE,
System,Sensor Calibration,CAL_ACC1_ROT,CAL_ACC1_ROT,-1,Accelerometer 1 rotation relative to airframe,"An internal sensor will force a value of -1, so a GCS should only attempt to configure the rotation if the value is greater than or equal to zero.",Int32,40,-1,,,"[{'description': 'Internal', 'value': -1}, {'description': 'No rotation', 'value': 0}, {'description': 'Yaw 45°', 'value': 1}, {'description': 'Yaw 90°', 'value': 2}, {'description': 'Yaw 135°', 'value': 3}, {'description': 'Yaw 180°', 'value': 4}, {'description': 'Yaw 225°', 'value': 5}, {'description': 'Yaw 270°', 'value': 6}, {'description': 'Yaw 315°', 'value': 7}, {'description': 'Roll 180°', 'value': 8}, {'description': 'Roll 180°, Yaw 45°', 'value': 9}, {'description': 'Roll 180°, Yaw 90°', 'value': 10}, {'description': 'Roll 180°, Yaw 135°', 'value': 11}, {'description': 'Pitch 180°', 'value': 12}, {'description': 'Roll 180°, Yaw 225°', 'value': 13}, {'description': 'Roll 180°, Yaw 270°', 'value': 14}, {'description': 'Roll 180°, Yaw 315°', 'value': 15}, {'description': 'Roll 90°', 'value': 16}, {'description': 'Roll 90°, Yaw 45°', 'value': 17}, {'description': 'Roll 90°, Yaw 90°', 'value': 18}, {'description': 'Roll 90°, Yaw 135°', 'value': 19}, {'description': 'Roll 270°', 'value': 20}, {'description': 'Roll 270°, Yaw 45°', 'value': 21}, {'description': 'Roll 270°, Yaw 90°', 'value': 22}, {'description': 'Roll 270°, Yaw 135°', 'value': 23}, {'description': 'Pitch 90°', 'value': 24}, {'description': 'Pitch 270°', 'value': 25}, {'description': 'Pitch 180°, Yaw 90°', 'value': 26}, {'description': 'Pitch 180°, Yaw 270°', 'value': 27}, {'description': 'Roll 90°, Pitch 90°', 'value': 28}, {'description': 'Roll 180°, Pitch 90°', 'value': 29}, {'description': 'Roll 270°, Pitch 90°', 'value': 30}, {'description': 'Roll 90°, Pitch 180°', 'value': 31}, {'description': 'Roll 270°, Pitch 180°', 'value': 32}, {'description': 'Roll 90°, Pitch 270°', 'value': 33}, {'description': 'Roll 180°, Pitch 270°', 'value': 34}, {'description': 'Roll 270°, Pitch 270°', 'value': 35}, {'description': 'Roll 90°, Pitch 180°, Yaw 90°', 'value': 36}, {'description': 'Roll 90°, Yaw 270°', 'value': 37}, {'description': 'Roll 90°, Pitch 68°, Yaw 293°', 'value': 38}, {'description': 'Pitch 315°', 'value': 39}, {'description': 'Roll 90°, Pitch 315°', 'value': 40}]",FALSE,,FALSE,
System,Sensor Calibration,CAL_ACC1_XOFF,CAL_ACC1_XOFF,0,Accelerometer 1 X-axis offset,,Float,,,m/s^2,3,,FALSE,,TRUE,
System,Sensor Calibration,CAL_ACC1_XSCALE,CAL_ACC1_XSCALE,1,Accelerometer 1 X-axis scaling factor,,Float,3,0.1,,3,,FALSE,,TRUE,
System,Sensor Calibration,CAL_ACC1_YOFF,CAL_ACC1_YOFF,0,Accelerometer 1 Y-axis offset,,Float,,,m/s^2,3,,FALSE,,TRUE,
System,Sensor Calibration,CAL_ACC1_YSCALE,CAL_ACC1_YSCALE,1,Accelerometer 1 Y-axis scaling factor,,Float,3,0.1,,3,,FALSE,,TRUE,
System,Sensor Calibration,CAL_ACC1_ZOFF,CAL_ACC1_ZOFF,0,Accelerometer 1 Z-axis offset,,Float,,,m/s^2,3,,FALSE,,TRUE,
System,Sensor Calibration,CAL_ACC1_ZSCALE,CAL_ACC1_ZSCALE,1,Accelerometer 1 Z-axis scaling factor,,Float,3,0.1,,3,,FALSE,,TRUE,
System,Sensor Calibration,CAL_ACC2_ID,CAL_ACC2_ID,0,Accelerometer 2 calibration device ID,Device ID of the accelerometer this calibration applies to.,Int32,,,,3,,FALSE,,FALSE,
System,Sensor Calibration,CAL_ACC2_PRIO,CAL_ACC2_PRIO,-1,Accelerometer 2 priority,,Int32,,,,3,"[{'description': 'Uninitialized', 'value': -1}, {'description': 'Disabled', 'value': 0}, {'description': 'Min', 'value': 1}, {'description': 'Low', 'value': 25}, {'description': 'Medium (Default)', 'value': 50}, {'description': 'High', 'value': 75}, {'description': 'Max', 'value': 100}]",FALSE,,FALSE,
System,Sensor Calibration,CAL_ACC2_ROT,CAL_ACC2_ROT,-1,Accelerometer 2 rotation relative to airframe,"An internal sensor will force a value of -1, so a GCS should only attempt to configure the rotation if the value is greater than or equal to zero.",Int32,40,-1,,,"[{'description': 'Internal', 'value': -1}, {'description': 'No rotation', 'value': 0}, {'description': 'Yaw 45°', 'value': 1}, {'description': 'Yaw 90°', 'value': 2}, {'description': 'Yaw 135°', 'value': 3}, {'description': 'Yaw 180°', 'value': 4}, {'description': 'Yaw 225°', 'value': 5}, {'description': 'Yaw 270°', 'value': 6}, {'description': 'Yaw 315°', 'value': 7}, {'description': 'Roll 180°', 'value': 8}, {'description': 'Roll 180°, Yaw 45°', 'value': 9}, {'description': 'Roll 180°, Yaw 90°', 'value': 10}, {'description': 'Roll 180°, Yaw 135°', 'value': 11}, {'description': 'Pitch 180°', 'value': 12}, {'description': 'Roll 180°, Yaw 225°', 'value': 13}, {'description': 'Roll 180°, Yaw 270°', 'value': 14}, {'description': 'Roll 180°, Yaw 315°', 'value': 15}, {'description': 'Roll 90°', 'value': 16}, {'description': 'Roll 90°, Yaw 45°', 'value': 17}, {'description': 'Roll 90°, Yaw 90°', 'value': 18}, {'description': 'Roll 90°, Yaw 135°', 'value': 19}, {'description': 'Roll 270°', 'value': 20}, {'description': 'Roll 270°, Yaw 45°', 'value': 21}, {'description': 'Roll 270°, Yaw 90°', 'value': 22}, {'description': 'Roll 270°, Yaw 135°', 'value': 23}, {'description': 'Pitch 90°', 'value': 24}, {'description': 'Pitch 270°', 'value': 25}, {'description': 'Pitch 180°, Yaw 90°', 'value': 26}, {'description': 'Pitch 180°, Yaw 270°', 'value': 27}, {'description': 'Roll 90°, Pitch 90°', 'value': 28}, {'description': 'Roll 180°, Pitch 90°', 'value': 29}, {'description': 'Roll 270°, Pitch 90°', 'value': 30}, {'description': 'Roll 90°, Pitch 180°', 'value': 31}, {'description': 'Roll 270°, Pitch 180°', 'value': 32}, {'description': 'Roll 90°, Pitch 270°', 'value': 33}, {'description': 'Roll 180°, Pitch 270°', 'value': 34}, {'description': 'Roll 270°, Pitch 270°', 'value': 35}, {'description': 'Roll 90°, Pitch 180°, Yaw 90°', 'value': 36}, {'description': 'Roll 90°, Yaw 270°', 'value': 37}, {'description': 'Roll 90°, Pitch 68°, Yaw 293°', 'value': 38}, {'description': 'Pitch 315°', 'value': 39}, {'description': 'Roll 90°, Pitch 315°', 'value': 40}]",FALSE,,FALSE,
System,Sensor Calibration,CAL_ACC2_XOFF,CAL_ACC2_XOFF,0,Accelerometer 2 X-axis offset,,Float,,,m/s^2,3,,FALSE,,TRUE,
System,Sensor Calibration,CAL_ACC2_XSCALE,CAL_ACC2_XSCALE,1,Accelerometer 2 X-axis scaling factor,,Float,3,0.1,,3,,FALSE,,TRUE,
System,Sensor Calibration,CAL_ACC2_YOFF,CAL_ACC2_YOFF,0,Accelerometer 2 Y-axis offset,,Float,,,m/s^2,3,,FALSE,,TRUE,
System,Sensor Calibration,CAL_ACC2_YSCALE,CAL_ACC2_YSCALE,1,Accelerometer 2 Y-axis scaling factor,,Float,3,0.1,,3,,FALSE,,TRUE,
System,Sensor Calibration,CAL_ACC2_ZOFF,CAL_ACC2_ZOFF,0,Accelerometer 2 Z-axis offset,,Float,,,m/s^2,3,,FALSE,,TRUE,
System,Sensor Calibration,CAL_ACC2_ZSCALE,CAL_ACC2_ZSCALE,1,Accelerometer 2 Z-axis scaling factor,,Float,3,0.1,,3,,FALSE,,TRUE,
System,Sensor Calibration,CAL_ACC3_ID,CAL_ACC3_ID,0,Accelerometer 3 calibration device ID,Device ID of the accelerometer this calibration applies to.,Int32,,,,3,,FALSE,,FALSE,
System,Sensor Calibration,CAL_ACC3_PRIO,CAL_ACC3_PRIO,-1,Accelerometer 3 priority,,Int32,,,,3,"[{'description': 'Uninitialized', 'value': -1}, {'description': 'Disabled', 'value': 0}, {'description': 'Min', 'value': 1}, {'description': 'Low', 'value': 25}, {'description': 'Medium (Default)', 'value': 50}, {'description': 'High', 'value': 75}, {'description': 'Max', 'value': 100}]",FALSE,,FALSE,
System,Sensor Calibration,CAL_ACC3_ROT,CAL_ACC3_ROT,-1,Accelerometer 3 rotation relative to airframe,"An internal sensor will force a value of -1, so a GCS should only attempt to configure the rotation if the value is greater than or equal to zero.",Int32,40,-1,,,"[{'description': 'Internal', 'value': -1}, {'description': 'No rotation', 'value': 0}, {'description': 'Yaw 45°', 'value': 1}, {'description': 'Yaw 90°', 'value': 2}, {'description': 'Yaw 135°', 'value': 3}, {'description': 'Yaw 180°', 'value': 4}, {'description': 'Yaw 225°', 'value': 5}, {'description': 'Yaw 270°', 'value': 6}, {'description': 'Yaw 315°', 'value': 7}, {'description': 'Roll 180°', 'value': 8}, {'description': 'Roll 180°, Yaw 45°', 'value': 9}, {'description': 'Roll 180°, Yaw 90°', 'value': 10}, {'description': 'Roll 180°, Yaw 135°', 'value': 11}, {'description': 'Pitch 180°', 'value': 12}, {'description': 'Roll 180°, Yaw 225°', 'value': 13}, {'description': 'Roll 180°, Yaw 270°', 'value': 14}, {'description': 'Roll 180°, Yaw 315°', 'value': 15}, {'description': 'Roll 90°', 'value': 16}, {'description': 'Roll 90°, Yaw 45°', 'value': 17}, {'description': 'Roll 90°, Yaw 90°', 'value': 18}, {'description': 'Roll 90°, Yaw 135°', 'value': 19}, {'description': 'Roll 270°', 'value': 20}, {'description': 'Roll 270°, Yaw 45°', 'value': 21}, {'description': 'Roll 270°, Yaw 90°', 'value': 22}, {'description': 'Roll 270°, Yaw 135°', 'value': 23}, {'description': 'Pitch 90°', 'value': 24}, {'description': 'Pitch 270°', 'value': 25}, {'description': 'Pitch 180°, Yaw 90°', 'value': 26}, {'description': 'Pitch 180°, Yaw 270°', 'value': 27}, {'description': 'Roll 90°, Pitch 90°', 'value': 28}, {'description': 'Roll 180°, Pitch 90°', 'value': 29}, {'description': 'Roll 270°, Pitch 90°', 'value': 30}, {'description': 'Roll 90°, Pitch 180°', 'value': 31}, {'description': 'Roll 270°, Pitch 180°', 'value': 32}, {'description': 'Roll 90°, Pitch 270°', 'value': 33}, {'description': 'Roll 180°, Pitch 270°', 'value': 34}, {'description': 'Roll 270°, Pitch 270°', 'value': 35}, {'description': 'Roll 90°, Pitch 180°, Yaw 90°', 'value': 36}, {'description': 'Roll 90°, Yaw 270°', 'value': 37}, {'description': 'Roll 90°, Pitch 68°, Yaw 293°', 'value': 38}, {'description': 'Pitch 315°', 'value': 39}, {'description': 'Roll 90°, Pitch 315°', 'value': 40}]",FALSE,,FALSE,
System,Sensor Calibration,CAL_ACC3_XOFF,CAL_ACC3_XOFF,0,Accelerometer 3 X-axis offset,,Float,,,m/s^2,3,,FALSE,,TRUE,
System,Sensor Calibration,CAL_ACC3_XSCALE,CAL_ACC3_XSCALE,1,Accelerometer 3 X-axis scaling factor,,Float,3,0.1,,3,,FALSE,,TRUE,
System,Sensor Calibration,CAL_ACC3_YOFF,CAL_ACC3_YOFF,0,Accelerometer 3 Y-axis offset,,Float,,,m/s^2,3,,FALSE,,TRUE,
System,Sensor Calibration,CAL_ACC3_YSCALE,CAL_ACC3_YSCALE,1,Accelerometer 3 Y-axis scaling factor,,Float,3,0.1,,3,,FALSE,,TRUE,
System,Sensor Calibration,CAL_ACC3_ZOFF,CAL_ACC3_ZOFF,0,Accelerometer 3 Z-axis offset,,Float,,,m/s^2,3,,FALSE,,TRUE,
System,Sensor Calibration,CAL_ACC3_ZSCALE,CAL_ACC3_ZSCALE,1,Accelerometer 3 Z-axis scaling factor,,Float,3,0.1,,3,,FALSE,,TRUE,
System,Sensor Calibration,CAL_BARO0_ID,CAL_BARO0_ID,0,Barometer 0 calibration device ID,Device ID of the barometer this calibration applies to.,Int32,,,,,,FALSE,,FALSE,
System,Sensor Calibration,CAL_BARO0_OFF,CAL_BARO0_OFF,0,Barometer 0 offset,,Float,,,,3,,FALSE,,TRUE,
System,Sensor Calibration,CAL_BARO0_PRIO,CAL_BARO0_PRIO,-1,Barometer 0 priority,,Int32,,,,,"[{'description': 'Uninitialized', 'value': -1}, {'description': 'Disabled', 'value': 0}, {'description': 'Min', 'value': 1}, {'description': 'Low', 'value': 25}, {'description': 'Medium (Default)', 'value': 50}, {'description': 'High', 'value': 75}, {'description': 'Max', 'value': 100}]",FALSE,,FALSE,
System,Sensor Calibration,CAL_BARO1_ID,CAL_BARO1_ID,0,Barometer 1 calibration device ID,Device ID of the barometer this calibration applies to.,Int32,,,,,,FALSE,,FALSE,
System,Sensor Calibration,CAL_BARO1_OFF,CAL_BARO1_OFF,0,Barometer 1 offset,,Float,,,,3,,FALSE,,TRUE,
System,Sensor Calibration,CAL_BARO1_PRIO,CAL_BARO1_PRIO,-1,Barometer 1 priority,,Int32,,,,,"[{'description': 'Uninitialized', 'value': -1}, {'description': 'Disabled', 'value': 0}, {'description': 'Min', 'value': 1}, {'description': 'Low', 'value': 25}, {'description': 'Medium (Default)', 'value': 50}, {'description': 'High', 'value': 75}, {'description': 'Max', 'value': 100}]",FALSE,,FALSE,
